Iteration 3240, progress: 0%, best action: KKKKR, dices: 1,1,1,1,6
Iteration 4624, progress: 14.724794238683128%, best action: RRRRK, dices: 1,6,2,2,4
Iteration 3321, progress: 14.737654320987653%, best action: KKRKR, dices: 1,6,3,1,5
Iteration 4625, progress: 14.75051440329218%, best action: RKRKK, dices: 1,6,3,1,6
Iteration 3322, progress: 14.763374485596708%, best action: KRKRK, dices: 1,6,3,2,1
Iteration 5911, progress: 14.776234567901234%, best action: KKRKR, dices: 1,6,2,1,4
Iteration 5912, progress: 14.789094650205762%, best action: RRRKK, dices: 1,6,3,2,4
Iteration 5913, progress: 14.80195473251029%, best action: RRRKK, dices: 1,6,3,2,5
Iteration 5914, progress: 14.814814814814813%, best action: RKRRK, dices: 1,6,3,2,6
Iteration 7222, progress: 14.827674897119342%, best action: RRRKR, dices: 1,6,2,3,4
Iteration 113, progress: 14.84053497942387%, best action: RRKKR, dices: 1,6,2,2,3
Iteration 7223, progress: 14.853395061728394%, best action: RRKKR, dices: 1,6,3,3,2
Iteration 7224, progress: 14.866255144032921%, best action: RRKKR, dices: 1,6,3,3,4
Iteration 7225, progress: 14.87911522633745%, best action: RRKKR, dices: 1,6,3,3,5
Iteration 114, progress: 14.891975308641975%, best action: RRKKK, dices: 1,6,3,3,3
Iteration 747, progress: 14.904835390946502%, best action: RKKKR, dices: 1,6,2,2,6
Iteration 748, progress: 14.917695473251028%, best action: RRRRR, dices: 1,6,3,4,2
Iteration 3999, progress: 14.930555555555555%, best action: RKRKR, dices: 1,6,2,3,3
Iteration 5272, progress: 14.943415637860083%, best action: RRRKK, dices: 1,6,2,4,4
Iteration 1396, progress: 14.956275720164609%, best action: KKRKR, dices: 1,6,2,6,1
Iteration 1397, progress: 14.969135802469136%, best action: RKRRK, dices: 1,6,3,4,6
Iteration 1398, progress: 14.981995884773664%, best action: KRRRK, dices: 1,6,3,5,1
Iteration 1399, progress: 14.994855967078188%, best action: RRRKR, dices: 1,6,3,5,2
Iteration 4626, progress: 15.007716049382717%, best action: RKRRK, dices: 1,6,3,2,2
Iteration 6578, progress: 15.020576131687244%, best action: RRKKR, dices: 1,6,2,5,2
Iteration 6579, progress: 15.033436213991768%, best action: RRRKK, dices: 1,6,3,5,5
Iteration 2040, progress: 15.046296296296296%, best action: RKKRK, dices: 1,6,3,1,3
Iteration 2041, progress: 15.059156378600825%, best action: KRRRK, dices: 1,6,3,6,1
Iteration 2042, progress: 15.072016460905349%, best action: RKRKR, dices: 1,6,3,6,2
Iteration 2043, progress: 15.084876543209877%, best action: RKKKR, dices: 1,6,3,6,3
Iteration 2044, progress: 15.097736625514404%, best action: RKKKR, dices: 1,6,3,6,4
Iteration 115, progress: 15.11059670781893%, best action: KKRRK, dices: 1,6,3,4,1
Iteration 3323, progress: 15.123456790123457%, best action: KRRKR, dices: 1,6,3,2,3
Iteration 5915, progress: 15.136316872427983%, best action: RRRRK, dices: 1,6,3,3,1
Iteration 3324, progress: 15.14917695473251%, best action: KRRKK, dices: 1,6,4,1,1
Iteration 116, progress: 15.162037037037038%, best action: RKRKK, dices: 1,6,3,6,6
Iteration 117, progress: 15.174897119341562%, best action: KRKKK, dices: 1,6,4,1,4
Iteration 118, progress: 15.18775720164609%, best action: KRRKR, dices: 1,6,4,1,5
Iteration 5916, progress: 15.200617283950619%, best action: KRRKR, dices: 1,6,4,1,2
Iteration 119, progress: 15.213477366255143%, best action: RKKRR, dices: 1,6,4,1,6
Iteration 749, progress: 15.22633744855967%, best action: KKKKK, dices: 1,6,3,4,3
Iteration 2690, progress: 15.239197530864198%, best action: RKRRR, dices: 1,6,2,3,6
Iteration 3325, progress: 15.252057613168724%, best action: KRRKR, dices: 1,6,4,1,3
Iteration 2691, progress: 15.264917695473251%, best action: RKKRK, dices: 1,6,4,2,4
Iteration 3326, progress: 15.277777777777779%, best action: RKRRR, dices: 1,6,4,2,5
Iteration 3327, progress: 15.290637860082304%, best action: KRRRK, dices: 1,6,4,3,1
Iteration 7226, progress: 15.303497942386832%, best action: RKRKK, dices: 1,6,3,3,6
Iteration 1400, progress: 15.316358024691358%, best action: KRKRK, dices: 1,6,3,5,3
Iteration 5273, progress: 15.329218106995885%, best action: KRRRK, dices: 1,6,3,4,5
Iteration 4000, progress: 15.342078189300413%, best action: RRRKK, dices: 1,6,3,4,4
Iteration 5274, progress: 15.354938271604937%, best action: KRRRK, dices: 1,6,4,3,5
Iteration 5275, progress: 15.367798353909464%, best action: KRKKK, dices: 1,6,4,4,1
Iteration 5276, progress: 15.380658436213993%, best action: RRKKR, dices: 1,6,4,4,2
Iteration 4001, progress: 15.393518518518517%, best action: RKRRK, dices: 1,6,4,3,6
Iteration 5277, progress: 15.406378600823045%, best action: RRKKR, dices: 1,6,4,4,3
Iteration 4002, progress: 15.419238683127572%, best action: RRKKK, dices: 1,6,4,4,4
Iteration 4627, progress: 15.432098765432098%, best action: RKRRK, dices: 1,6,3,5,4
Iteration 4628, progress: 15.444958847736626%, best action: KRRRK, dices: 1,6,4,5,1
Iteration 4629, progress: 15.457818930041153%, best action: RKRRR, dices: 1,6,4,5,2
Iteration 2045, progress: 15.470679012345679%, best action: KKRRR, dices: 1,6,3,6,5
Iteration 2046, progress: 15.483539094650206%, best action: RRKRK, dices: 1,6,4,5,4
Iteration 6580, progress: 15.496399176954734%, best action: RRRKR, dices: 1,6,3,5,6
Iteration 6581, progress: 15.50925925925926%, best action: RKRRK, dices: 1,6,4,5,6
Iteration 6582, progress: 15.522119341563787%, best action: RKRKR, dices: 1,6,4,6,1
Iteration 6583, progress: 15.534979423868311%, best action: KRRRR, dices: 1,6,4,6,2
Iteration 6584, progress: 15.547839506172838%, best action: RKRKR, dices: 1,6,4,6,3
Iteration 750, progress: 15.560699588477366%, best action: RRKRK, dices: 1,6,4,2,3
Iteration 751, progress: 15.573559670781892%, best action: KRRRR, dices: 1,6,4,6,5
Iteration 2692, progress: 15.58641975308642%, best action: RRRKR, dices: 1,6,4,2,6
Iteration 752, progress: 15.599279835390947%, best action: RKRKK, dices: 1,6,4,6,6
Iteration 753, progress: 15.612139917695472%, best action: KRRKR, dices: 1,6,5,1,2
Iteration 754, progress: 15.625%, best action: KRRKK, dices: 1,6,5,1,3
Iteration 755, progress: 15.637860082304528%, best action: KRRKK, dices: 1,6,5,1,4
Iteration 756, progress: 15.650720164609053%, best action: KRKKK, dices: 1,6,5,1,5
Iteration 5917, progress: 15.66358024691358%, best action: KRKRK, dices: 1,6,4,2,1
Iteration 5918, progress: 15.676440329218108%, best action: KRRRK, dices: 1,6,5,2,1
Iteration 7227, progress: 15.689300411522634%, best action: KRRKK, dices: 1,6,4,3,3
Iteration 3328, progress: 15.702160493827162%, best action: RRKKR, dices: 1,6,4,3,2
Iteration 3329, progress: 15.715020576131689%, best action: RRKKR, dices: 1,6,5,2,4
Iteration 1401, progress: 15.727880658436213%, best action: RKKRK, dices: 1,6,4,3,4
Iteration 3330, progress: 15.74074074074074%, best action: RRKRK, dices: 1,6,5,2,5
Iteration 3331, progress: 15.753600823045266%, best action: KRRRK, dices: 1,6,5,3,1
Iteration 3332, progress: 15.766460905349794%, best action: RRRRR, dices: 1,6,5,3,2
Iteration 3333, progress: 15.779320987654321%, best action: RRRKK, dices: 1,6,5,3,3
Iteration 3334, progress: 15.792181069958847%, best action: RRKKR, dices: 1,6,5,3,4
Iteration 4630, progress: 15.805041152263374%, best action: KKKRR, dices: 1,6,4,5,3
Iteration 5278, progress: 15.817901234567902%, best action: RRKRR, dices: 1,6,4,4,5
Iteration 4631, progress: 15.830761316872428%, best action: RKRRK, dices: 1,6,5,3,6
Iteration 4632, progress: 15.843621399176955%, best action: KRRRK, dices: 1,6,5,4,1
Iteration 4633, progress: 15.856481481481483%, best action: RRRKR, dices: 1,6,5,4,2
Iteration 4634, progress: 15.869341563786007%, best action: RRRRR, dices: 1,6,5,4,3
Iteration 4635, progress: 15.882201646090536%, best action: RKRKK, dices: 1,6,5,4,4
Iteration 4636, progress: 15.895061728395063%, best action: RRKKK, dices: 1,6,5,4,5
Iteration 4637, progress: 15.907921810699587%, best action: RKRRK, dices: 1,6,5,4,6
Iteration 4003, progress: 15.920781893004115%, best action: KKKKR, dices: 1,6,4,4,6
Iteration 4004, progress: 15.933641975308642%, best action: RKKKR, dices: 1,6,5,5,2
Iteration 4005, progress: 15.946502057613168%, best action: RRKKR, dices: 1,6,5,5,3
Iteration 120, progress: 15.959362139917696%, best action: KKRRR, dices: 1,6,4,2,2
Iteration 5279, progress: 15.972222222222221%, best action: RRKKK, dices: 1,6,5,5,5
Iteration 2047, progress: 15.985082304526749%, best action: KRRKR, dices: 1,6,4,5,5
Iteration 2048, progress: 15.997942386831276%, best action: RKRKK, dices: 1,6,5,6,2
Iteration 2693, progress: 16.0108024691358%, best action: RRKKK, dices: 1,6,5,1,1
Iteration 757, progress: 16.023662551440328%, best action: RKKRK, dices: 1,6,5,1,6
Iteration 758, progress: 16.036522633744855%, best action: RKKKK, dices: 1,6,5,6,5
Iteration 1402, progress: 16.049382716049383%, best action: RKKRK, dices: 1,6,5,2,6
Iteration 6585, progress: 16.06224279835391%, best action: KKRKR, dices: 1,6,4,6,4
Iteration 1403, progress: 16.075102880658438%, best action: RKRKK, dices: 1,6,5,6,6
Iteration 6586, progress: 16.087962962962962%, best action: KKRKK, dices: 1,6,6,1,1
Iteration 6587, progress: 16.10082304526749%, best action: KKKKR, dices: 1,6,6,1,3
Iteration 3335, progress: 16.113683127572017%, best action: KRKRK, dices: 1,6,5,3,5
Iteration 5919, progress: 16.126543209876544%, best action: KRKKK, dices: 1,6,5,2,2
Iteration 5920, progress: 16.139403292181072%, best action: KKKKK, dices: 1,6,6,1,6
Iteration 5921, progress: 16.152263374485596%, best action: KKKRK, dices: 1,6,6,2,1
Iteration 7228, progress: 16.165123456790123%, best action: RKKRR, dices: 1,6,5,2,3
Iteration 5922, progress: 16.17798353909465%, best action: KKKRR, dices: 1,6,6,2,2
Iteration 7229, progress: 16.190843621399175%, best action: RKKRR, dices: 1,6,6,2,3
Iteration 4638, progress: 16.203703703703702%, best action: RRKRK, dices: 1,6,5,5,1
Iteration 4639, progress: 16.21656378600823%, best action: RKKRR, dices: 1,6,6,3,1
Iteration 2049, progress: 16.229423868312757%, best action: RKRKR, dices: 1,6,5,6,3
Iteration 2050, progress: 16.242283950617285%, best action: RKKKK, dices: 1,6,6,3,3
Iteration 4006, progress: 16.255144032921812%, best action: RRKKR, dices: 1,6,5,5,4
Iteration 4007, progress: 16.268004115226336%, best action: KKKRR, dices: 1,6,6,3,5
Iteration 4008, progress: 16.280864197530864%, best action: RKKRK, dices: 1,6,6,3,6
Iteration 5280, progress: 16.29372427983539%, best action: KRRRK, dices: 1,6,5,6,1
Iteration 5281, progress: 16.306584362139915%, best action: RKKRR, dices: 1,6,6,4,2
Iteration 4009, progress: 16.319444444444446%, best action: RKKRR, dices: 1,6,6,4,1
Iteration 4010, progress: 16.332304526748974%, best action: RRRKK, dices: 1,6,6,4,4
Iteration 4011, progress: 16.345164609053498%, best action: RKKRR, dices: 1,6,6,4,5
Iteration 4012, progress: 16.358024691358025%, best action: RKKRK, dices: 1,6,6,4,6
Iteration 1404, progress: 16.37088477366255%, best action: RRRRK, dices: 1,6,6,1,2
Iteration 1405, progress: 16.383744855967077%, best action: RKKRR, dices: 1,6,6,5,2
Iteration 1406, progress: 16.396604938271604%, best action: KKKRR, dices: 1,6,6,5,3
Iteration 2694, progress: 16.409465020576132%, best action: RKRKR, dices: 1,6,5,6,4
Iteration 4013, progress: 16.42232510288066%, best action: RKKRK, dices: 1,6,6,5,1
Iteration 1407, progress: 16.435185185185187%, best action: RKRKK, dices: 1,6,6,5,5
Iteration 4014, progress: 16.44804526748971%, best action: RKKRK, dices: 1,6,6,5,6
Iteration 121, progress: 16.46090534979424%, best action: KKKKK, dices: 1,6,5,5,6
Iteration 1408, progress: 16.473765432098766%, best action: RKKKR, dices: 1,6,6,6,1
Iteration 122, progress: 16.48662551440329%, best action: RKKKK, dices: 1,6,6,6,2
Iteration 123, progress: 16.49948559670782%, best action: RKKKR, dices: 1,6,6,6,5
Iteration 3336, progress: 16.51234567901235%, best action: KKKKK, dices: 1,6,6,1,5
Iteration 124, progress: 16.525205761316872%, best action: RKKKK, dices: 1,6,6,6,6
Iteration 3337, progress: 16.5380658436214%, best action: RKKKK, dices: 2,1,1,1,1
Iteration 5923, progress: 16.550925925925927%, best action: KRRKR, dices: 1,6,6,2,4
Iteration 7230, progress: 16.56378600823045%, best action: RRKRK, dices: 1,6,6,2,5
Iteration 7231, progress: 16.57664609053498%, best action: RKKKR, dices: 2,1,1,1,5
Iteration 759, progress: 16.589506172839506%, best action: RKKRK, dices: 1,6,6,2,6
Iteration 6588, progress: 16.602366255144034%, best action: KKRKK, dices: 1,6,6,1,4
Iteration 760, progress: 16.61522633744856%, best action: KKKRK, dices: 2,1,1,2,1
Iteration 6589, progress: 16.628086419753085%, best action: KRRKK, dices: 2,1,1,2,2
Iteration 6590, progress: 16.640946502057613%, best action: KKRKR, dices: 2,1,1,2,4
Iteration 4640, progress: 16.65380658436214%, best action: KKKRR, dices: 1,6,6,3,2
Iteration 2051, progress: 16.666666666666664%, best action: RRKRK, dices: 1,6,6,3,4
Iteration 2052, progress: 16.679526748971192%, best action: RKKKR, dices: 2,1,1,2,6
Iteration 4015, progress: 16.692386831275723%, best action: RKKKR, dices: 1,6,6,6,3
Iteration 1409, progress: 16.705246913580247%, best action: RKKKK, dices: 1,6,6,6,4
Iteration 3338, progress: 16.718106995884774%, best action: RKKKR, dices: 2,1,1,1,3
Iteration 3339, progress: 16.730967078189302%, best action: RKKRK, dices: 2,1,1,3,4
Iteration 3340, progress: 16.743827160493826%, best action: KKKRR, dices: 2,1,1,3,5
Iteration 5282, progress: 16.756687242798353%, best action: KKRRK, dices: 1,6,6,4,3
Iteration 2695, progress: 16.76954732510288%, best action: RKRRR, dices: 1,6,6,5,4
Iteration 2696, progress: 16.78240740740741%, best action: KRRRK, dices: 2,1,1,4,2
Iteration 2697, progress: 16.795267489711936%, best action: RKKRR, dices: 2,1,1,4,3
Iteration 125, progress: 16.80812757201646%, best action: KKKKR, dices: 2,1,1,1,2
Iteration 126, progress: 16.820987654320987%, best action: RRRRK, dices: 2,1,1,4,5
Iteration 127, progress: 16.833847736625515%, best action: RKKRR, dices: 2,1,1,4,6
Iteration 5924, progress: 16.84670781893004%, best action: RKKKR, dices: 2,1,1,1,4
Iteration 5925, progress: 16.859567901234566%, best action: RKKKR, dices: 2,1,1,5,3
Iteration 6591, progress: 16.872427983539097%, best action: RKKRR, dices: 2,1,1,5,2
Iteration 761, progress: 16.88528806584362%, best action: RRKKK, dices: 2,1,1,2,3
Iteration 762, progress: 16.89814814814815%, best action: RKKRR, dices: 2,1,1,5,6
Iteration 763, progress: 16.911008230452676%, best action: RKKRK, dices: 2,1,1,6,1
Iteration 4641, progress: 16.9238683127572%, best action: RKRRR, dices: 2,1,1,2,5
Iteration 4642, progress: 16.936728395061728%, best action: RKKRR, dices: 2,1,1,6,3
Iteration 4016, progress: 16.949588477366255%, best action: RKKRR, dices: 2,1,1,3,2
Iteration 1410, progress: 16.962448559670783%, best action: RKKKK, dices: 2,1,1,3,3
Iteration 1411, progress: 16.97530864197531%, best action: KKKRR, dices: 2,1,1,6,6
Iteration 3341, progress: 16.988168724279834%, best action: RRRRK, dices: 2,1,1,3,6
Iteration 3342, progress: 17.00102880658436%, best action: KKKRK, dices: 2,1,2,1,2
Iteration 3343, progress: 17.01388888888889%, best action: KKKKR, dices: 2,1,2,1,3
Iteration 2053, progress: 17.026748971193413%, best action: KKKRK, dices: 2,1,1,3,1
Iteration 2054, progress: 17.03960905349794%, best action: RKRKR, dices: 2,1,2,1,5
Iteration 7232, progress: 17.05246913580247%, best action: RKRKR, dices: 2,1,1,1,6
Iteration 5283, progress: 17.065329218106996%, best action: KKKRK, dices: 2,1,1,4,1
Iteration 2055, progress: 17.078189300411523%, best action: KRKRR, dices: 2,1,2,1,6
Iteration 7233, progress: 17.09104938271605%, best action: KKKKR, dices: 2,1,2,2,1
Iteration 5284, progress: 17.103909465020575%, best action: KRKKK, dices: 2,1,2,2,2
Iteration 7234, progress: 17.116769547325102%, best action: KRKKK, dices: 2,1,2,2,4
Iteration 2698, progress: 17.12962962962963%, best action: KRRKR, dices: 2,1,1,4,4
Iteration 6592, progress: 17.142489711934157%, best action: RRKKK, dices: 2,1,1,5,5
Iteration 5926, progress: 17.155349794238685%, best action: RKRKR, dices: 2,1,1,5,4
Iteration 128, progress: 17.168209876543212%, best action: RKKKK, dices: 2,1,1,5,1
Iteration 5927, progress: 17.181069958847736%, best action: KRRKK, dices: 2,1,2,3,3
Iteration 5928, progress: 17.193930041152264%, best action: KRKRK, dices: 2,1,2,3,5
Iteration 5929, progress: 17.206790123456788%, best action: KKKRR, dices: 2,1,2,3,6
Iteration 5930, progress: 17.219650205761315%, best action: RKRRK, dices: 2,1,2,4,1
Iteration 5931, progress: 17.232510288065843%, best action: KRKRK, dices: 2,1,2,4,2
Iteration 5932, progress: 17.24537037037037%, best action: KRKKR, dices: 2,1,2,4,3
Iteration 5933, progress: 17.258230452674898%, best action: RRKKK, dices: 2,1,2,4,4
Iteration 764, progress: 17.271090534979425%, best action: RRKKR, dices: 2,1,1,6,2
Iteration 4017, progress: 17.28395061728395%, best action: RKKRR, dices: 2,1,1,6,5
Iteration 1412, progress: 17.296810699588477%, best action: RKRKK, dices: 2,1,2,1,1
Iteration 4018, progress: 17.309670781893004%, best action: RKRRK, dices: 2,1,2,5,1
Iteration 4019, progress: 17.32253086419753%, best action: KRKRR, dices: 2,1,2,5,3
Iteration 4643, progress: 17.33539094650206%, best action: RKKRR, dices: 2,1,1,6,4
Iteration 4644, progress: 17.348251028806587%, best action: RKRKK, dices: 2,1,2,5,5
Iteration 3344, progress: 17.36111111111111%, best action: KRKRR, dices: 2,1,2,1,4
Iteration 3345, progress: 17.37397119341564%, best action: RKRRK, dices: 2,1,2,6,1
Iteration 3346, progress: 17.386831275720166%, best action: KKKRK, dices: 2,1,2,6,2
Iteration 3347, progress: 17.39969135802469%, best action: KRKRR, dices: 2,1,2,6,3
Iteration 3348, progress: 17.412551440329217%, best action: KRKKR, dices: 2,1,2,6,4
Iteration 3349, progress: 17.425411522633745%, best action: KRKRR, dices: 2,1,2,6,5
Iteration 3350, progress: 17.438271604938272%, best action: KRKKK, dices: 2,1,2,6,6
Iteration 2056, progress: 17.4511316872428%, best action: KKRRR, dices: 2,1,2,2,3
Iteration 2057, progress: 17.463991769547324%, best action: RKRKK, dices: 2,1,3,1,1
Iteration 5285, progress: 17.47685185185185%, best action: KRKKK, dices: 2,1,2,2,5
Iteration 5286, progress: 17.48971193415638%, best action: RKKKK, dices: 2,1,3,1,3
Iteration 5287, progress: 17.502572016460903%, best action: RKRKR, dices: 2,1,3,1,4
Iteration 2058, progress: 17.515432098765434%, best action: KRRRK, dices: 2,1,3,1,2
Iteration 7235, progress: 17.52829218106996%, best action: KRKKK, dices: 2,1,2,2,6
Iteration 5288, progress: 17.541152263374485%, best action: RKRKR, dices: 2,1,3,1,5
Iteration 2059, progress: 17.554012345679013%, best action: RKRKR, dices: 2,1,3,1,6
Iteration 7236, progress: 17.56687242798354%, best action: KRRKK, dices: 2,1,3,2,1
Iteration 5289, progress: 17.579732510288064%, best action: KRRKK, dices: 2,1,3,2,2
Iteration 2699, progress: 17.59259259259259%, best action: RRRRK, dices: 2,1,2,3,1
Iteration 7237, progress: 17.60545267489712%, best action: KRRKR, dices: 2,1,3,2,4
Iteration 7238, progress: 17.618312757201647%, best action: RKRRK, dices: 2,1,3,3,1
Iteration 3351, progress: 17.631172839506174%, best action: KRKKK, dices: 2,1,3,3,2
Iteration 3352, progress: 17.644032921810698%, best action: RRKKK, dices: 2,1,3,3,3
Iteration 3353, progress: 17.656893004115226%, best action: RRKKR, dices: 2,1,3,3,4
Iteration 6593, progress: 17.669753086419753%, best action: KRKRK, dices: 2,1,2,3,2
Iteration 3354, progress: 17.682613168724277%, best action: RRKKR, dices: 2,1,3,3,5
Iteration 129, progress: 17.695473251028808%, best action: RKRRR, dices: 2,1,2,3,4
Iteration 130, progress: 17.708333333333336%, best action: RRKRK, dices: 2,1,3,4,3
Iteration 7239, progress: 17.708333333333336%, best action: KRKRK, dices: 2,1,3,4,2
Iteration 7240, progress: 17.734053497942387%, best action: KRRKR, dices: 2,1,3,4,5
Iteration 7241, progress: 17.746913580246915%, best action: KKKRR, dices: 2,1,3,4,6
Iteration 1413, progress: 17.75977366255144%, best action: KRKRK, dices: 2,1,2,5,2
Iteration 4020, progress: 17.772633744855966%, best action: KKRKR, dices: 2,1,2,5,4
Iteration 4021, progress: 17.785493827160494%, best action: RRKRK, dices: 2,1,3,5,3
Iteration 1414, progress: 17.79835390946502%, best action: KRKRK, dices: 2,1,3,5,2
Iteration 4022, progress: 17.81121399176955%, best action: RRRRR, dices: 2,1,3,5,4
Iteration 5934, progress: 17.824074074074073%, best action: RKRRK, dices: 2,1,2,4,5
Iteration 1415, progress: 17.8369341563786%, best action: RRKKK, dices: 2,1,3,5,5
Iteration 1416, progress: 17.849794238683128%, best action: KRRRK, dices: 2,1,3,6,2
Iteration 1417, progress: 17.86265432098765%, best action: RRKRK, dices: 2,1,3,6,3
Iteration 765, progress: 17.87551440329218%, best action: RRRRR, dices: 2,1,2,4,6
Iteration 766, progress: 17.88837448559671%, best action: KRRKK, dices: 2,1,3,6,5
Iteration 4645, progress: 17.901234567901234%, best action: RKRKR, dices: 2,1,2,5,6
Iteration 4646, progress: 17.91409465020576%, best action: KKRKK, dices: 2,1,4,1,1
Iteration 2060, progress: 17.92695473251029%, best action: KRKKK, dices: 2,1,3,2,3
Iteration 4647, progress: 17.939814814814813%, best action: KRRKK, dices: 2,1,4,1,2
Iteration 2061, progress: 17.95267489711934%, best action: RKRKR, dices: 2,1,4,1,3
Iteration 6594, progress: 17.965534979423868%, best action: RKRKK, dices: 2,1,3,3,6
Iteration 6595, progress: 17.978395061728396%, best action: RKRKR, dices: 2,1,4,1,6
Iteration 5290, progress: 17.991255144032923%, best action: KKKRR, dices: 2,1,3,2,5
Iteration 6596, progress: 18.00411522633745%, best action: RKRRK, dices: 2,1,4,2,1
Iteration 2700, progress: 18.016975308641975%, best action: KRRKK, dices: 2,1,3,2,6
Iteration 5291, progress: 18.029835390946502%, best action: KRRKK, dices: 2,1,4,2,2
Iteration 5292, progress: 18.042695473251026%, best action: KRRKR, dices: 2,1,4,2,5
Iteration 5293, progress: 18.055555555555554%, best action: KRRKR, dices: 2,1,4,2,6
Iteration 3355, progress: 18.068415637860085%, best action: RRRRK, dices: 2,1,3,4,1
Iteration 6597, progress: 18.08127572016461%, best action: RRRRR, dices: 2,1,4,2,3
Iteration 2701, progress: 18.094135802469136%, best action: KRKKR, dices: 2,1,4,2,4
Iteration 5294, progress: 18.106995884773664%, best action: RKRRK, dices: 2,1,4,3,1
Iteration 6598, progress: 18.119855967078188%, best action: RRRKK, dices: 2,1,4,3,3
Iteration 2702, progress: 18.132716049382715%, best action: RRKRK, dices: 2,1,4,3,4
Iteration 5295, progress: 18.145576131687243%, best action: RKRRR, dices: 2,1,4,3,6
Iteration 131, progress: 18.15843621399177%, best action: KRKKK, dices: 2,1,3,4,4
Iteration 7242, progress: 18.171296296296298%, best action: RRRKR, dices: 2,1,3,5,1
Iteration 4023, progress: 18.184156378600825%, best action: RRKRR, dices: 2,1,3,5,6
Iteration 767, progress: 18.19701646090535%, best action: RRRKK, dices: 2,1,3,6,6
Iteration 1418, progress: 18.209876543209877%, best action: RRRKR, dices: 2,1,3,6,4
Iteration 1419, progress: 18.222736625514404%, best action: RKRRK, dices: 2,1,4,5,1
Iteration 4024, progress: 18.235596707818928%, best action: RRKKK, dices: 2,1,4,4,4
Iteration 4025, progress: 18.248456790123456%, best action: KRRRR, dices: 2,1,4,5,3
Iteration 4026, progress: 18.261316872427983%, best action: RRKRK, dices: 2,1,4,5,4
Iteration 4027, progress: 18.27417695473251%, best action: RKRRR, dices: 2,1,4,5,5
Iteration 5935, progress: 18.287037037037038%, best action: KKRKR, dices: 2,1,3,6,1
Iteration 3356, progress: 18.299897119341562%, best action: RKKKR, dices: 2,1,4,3,2
Iteration 3357, progress: 18.31275720164609%, best action: KRRRK, dices: 2,1,4,6,2
Iteration 3358, progress: 18.325617283950617%, best action: KRRRR, dices: 2,1,4,6,3
Iteration 4648, progress: 18.338477366255145%, best action: KRRKR, dices: 2,1,4,1,4
Iteration 2062, progress: 18.351337448559672%, best action: RRRRK, dices: 2,1,4,1,5
Iteration 4649, progress: 18.351337448559672%, best action: RKRRR, dices: 2,1,4,6,5
Iteration 2063, progress: 18.377057613168724%, best action: RKRKK, dices: 2,1,5,1,1
Iteration 4650, progress: 18.38991769547325%, best action: RRRKK, dices: 2,1,4,6,6
Iteration 4651, progress: 18.40277777777778%, best action: RKRKR, dices: 2,1,5,1,3
Iteration 5296, progress: 18.415637860082303%, best action: RKRRR, dices: 2,1,4,4,1
Iteration 5297, progress: 18.42849794238683%, best action: RKKKK, dices: 2,1,5,1,5
Iteration 5298, progress: 18.441358024691358%, best action: RKRKR, dices: 2,1,5,1,6
Iteration 4652, progress: 18.454218106995885%, best action: RRRRR, dices: 2,1,5,1,4
Iteration 4653, progress: 18.467078189300413%, best action: KKRKK, dices: 2,1,5,2,2
Iteration 132, progress: 18.479938271604937%, best action: KKRRK, dices: 2,1,4,4,2
Iteration 133, progress: 18.492798353909464%, best action: KRRKR, dices: 2,1,5,2,4
Iteration 7243, progress: 18.50565843621399%, best action: RRRRK, dices: 2,1,4,4,3
Iteration 1420, progress: 18.51851851851852%, best action: RKKKR, dices: 2,1,4,5,2
Iteration 1421, progress: 18.531378600823047%, best action: RKRKK, dices: 2,1,5,3,1
Iteration 1422, progress: 18.544238683127574%, best action: KRRRK, dices: 2,1,5,3,2
Iteration 4028, progress: 18.557098765432098%, best action: RKRKR, dices: 2,1,4,5,6
Iteration 4029, progress: 18.569958847736626%, best action: RRRKK, dices: 2,1,5,3,3
Iteration 768, progress: 18.582818930041153%, best action: RRKKR, dices: 2,1,4,4,6
Iteration 2703, progress: 18.595679012345677%, best action: KKKRR, dices: 2,1,4,4,5
Iteration 2704, progress: 18.608539094650205%, best action: RRKKR, dices: 2,1,5,3,6
Iteration 4030, progress: 18.621399176954732%, best action: RKKRR, dices: 2,1,5,3,4
Iteration 2705, progress: 18.63425925925926%, best action: RKRRK, dices: 2,1,5,4,1
Iteration 2706, progress: 18.647119341563787%, best action: KKKKK, dices: 2,1,5,4,3
Iteration 2707, progress: 18.65997942386831%, best action: RRRKK, dices: 2,1,5,4,4
Iteration 2708, progress: 18.67283950617284%, best action: RRKRK, dices: 2,1,5,4,5
Iteration 2709, progress: 18.685699588477366%, best action: RRKRR, dices: 2,1,5,4,6
Iteration 1423, progress: 18.698559670781894%, best action: KRKRK, dices: 2,1,5,4,2
Iteration 1424, progress: 18.71141975308642%, best action: KRRRK, dices: 2,1,5,5,2
Iteration 5936, progress: 18.72427983539095%, best action: RRRRR, dices: 2,1,4,6,1
Iteration 1425, progress: 18.737139917695472%, best action: RRKKR, dices: 2,1,5,5,3
Iteration 5937, progress: 18.75%, best action: RRKKR, dices: 2,1,5,5,4
Iteration 1426, progress: 18.762860082304528%, best action: RKKKK, dices: 2,1,5,5,5
Iteration 5938, progress: 18.77572016460905%, best action: RRKKR, dices: 2,1,5,5,6
Iteration 5939, progress: 18.78858024691358%, best action: KRRRK, dices: 2,1,5,6,2
Iteration 6599, progress: 18.801440329218106%, best action: KRKRK, dices: 2,1,4,3,5
